Position,Artist,Song Title,spotify_track_ids,danceability,energy,speechiness,acousticness,liveness,instrumentalness,valence,tempo,loudness,lyrics,anger,disgust,fear,joy,sadness
11,Pitbull feat. Ke$ha,Timber,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,0.0981,0.0295,0.139,0.0,0.788,129.992,-4.087,"TranslationsΕλληνικάTimber Lyrics
It's goin' down, I'm yellin' timber
You better move, you better dance
Let's make a night you won't remember
I'll be the one you won't forget

Ooh-ooh (Timber), ooh-ooh (Timber)
Ooh-ooh-ooh-ooh-ooh-ooh (It's goin' down)
Ooh-ooh (Timber), ooh-ooh (Timber)
Ooh-ooh-ooh-ooh-ooh-ooh (It's goin' down, woo!)
The bigger they are, the harder they fall
This biggity boy's a diggity dog
I have 'em like Miley Cyrus, clothes off
Twerking in their bras and thongs (Timber)
Face down, booty up (Timber)
That's the way we like the what (Timber)
I'm slicker than an oil spill
She say she won't, but I bet she will (Timber)

Swing your partner 'round and 'round
End of the night, it's goin' down
One more shot, another round
End of the night, it's goin' down
Swing your partner 'round and 'round
End of the night, it's goin' down (Oh-oh-oh)
One more shot, another round
End of the night, it's goin' down

It's goin' down, I'm yellin' timber
You better move, you better dance
Let's make a night you won't remember
I'll be the one you won't forget
It's goin' down (It's goin' down), I'm yellin' timber
You better move (You better move), you better dance (You better dance)
Let's make a night you won't remember
I'll be the one you won't forget (You won't forget)
See Pitbull LiveGet tickets as low as $57You might also like
Whoa-oh-oh (Timber), whoa-oh-oh-oh-oh (Timber)
Oh-oh, oh-oh-oh-oh, oh-oh-oh-oh-oh-oh (It's goin' down)
Whoa-oh-oh (Timber), whoa-oh-oh-oh-oh (Timber)
Oh-oh, oh-oh-oh-oh, oh-oh-oh-oh-oh-oh (It's goin' down, woo!)

Look up in the sky, it's a bird? It's a plane?
Nah, it's just me, ain't a damn thing changed
Live in hotels, swing on planes
Blessed to say, money ain't a thing
Club jumping like LeBron, now Voli
Order me another round, homie
We about to climb, why?
'Cause it's about to go down

Swing your partner 'round and 'round
End of the night, it's goin' down
One more shot, another round
End of the night, it's goin' down
Swing your partner 'round and 'round
End of the night, it's goin' down (Oh-oh-oh)
One more shot, another round
End of the night, it's goin' down (It's goin' down)
It's goin' down, I'm yellin' timber
You better move, you better dance
Let's make a night you won't remember
I'll be the one you won't forget
It's goin' down (It's goin' down), I'm yellin' timber
You better move, you better dance (You better dance)
Let's make a night (Let's make a night) you won't remember
I'll be the one (I'll be the one) you won't forget (You won't forget)

Whoa-oh-oh (Timber), whoa-oh-oh-oh-oh (Hey; Timber)
Oh-oh, oh-oh-oh-oh, oh-oh-oh-oh-oh-oh (It's goin' down; Pitbull)
Whoa-oh-oh (Timber; Oh), whoa-oh-oh-oh-oh (Timber)
Oh-oh, oh-oh-oh-oh, oh-oh-oh-oh-oh-oh (It's goin' down, woo!)
Whoa-oh-oh (Timber), whoa-oh-oh-oh-oh (Timber; Come on)
Oh-oh, oh-oh-oh-oh, oh-oh-oh-oh-oh-oh (It's goin' down)
Whoa-oh-oh (Timber), whoa-oh-oh-oh-oh (You won't forget)
Oh-oh, oh-oh-oh-oh, oh-oh-oh-oh-oh-oh (Timber)85Embed",0.057491,0.032921,0.113567,0.327557,0.375271
12,Bastille,Pompeii,3gbBpTdY8lnQwqxNCcf795,0.679,0.715,0.0407,0.0755,0.271,0.0,0.571,127.435,-6.383,"Translationsไทย / Phasa ThaiEspañolPortuguêsPompeii Lyrics
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
I was left to my own devices
Many days fell away with nothing to show

And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills, bringing darkness from above

But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I gonna be an optimist about this?
How am I gonna be an optimist about this?

We were caught up and lost in all of our vices
In your pose as the dust settled around us

And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills, bringing darkness from above

But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I gonna  be an optimist about this?
How am I gonna be an optimist about this?
See Bastille LiveGet tickets as low as $36You might also like
Oh, where do we begin, the rubble or our sins?
Oh-oh, where do we begin, the rubble or our sins?

And the walls kept tumbling down in the city that we love
(Oh, where do we begin, the rubble or our sins?)
Grey clouds roll over the hills bringing darkness from above
(Oh, where do we begin, the rubble or our sins?)

But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before? Oh
How am I going to be an optimist about this?
How am I going to be an optimist about this?
If you close your eyes
Does it almost feel like nothing changed at all? Oh-oh
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu535Embed",0.065748,0.030314,0.135758,0.305728,0.352717
13,Taylor Swift,Shake It Off,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,0.165,0.0561,0.148,0.0,0.943,160.015,-5.414,,0.0,0.0,0.0,0.0,0.0
14,Nico and Vinz,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,0.0312,0.175,0.55,1.58e-06,0.779,119.968,-6.003,"TranslationsPortuguêsAm I Wrong Lyrics
Ooh, ooh
Ooh, ooh

Am I wrong for thinkin' out the box from where I stay?
Am I wrong for sayin' that I choose another way?
I ain't tryin' to do what everybody else doin'
Just 'cause everybody doin' what they all do
If one thing I know, I'll fall, but I'll grow
I'm walking down this road of mine, this road that I call home
So, am I wrong? (Woo)
For thinkin' that we could be something for real?
Now, am I wrong?
For tryin' to reach the things that I can't see?
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)

Am I trippin' for having a vision?
My prediction, I'ma be on top of the world
Walk your walk and don't look back
Always do what you decide
Don't let them control your life
That's just how I feel, oh-ooh-woah
Fight for yours, and don't let go
Don't let them compare you, no
Don't worry, you're not alone
That's just how we feel

Am I wrong? (Am I wrong?)
For thinkin' that we could be something for real?
(Oh, yeah, yeah, yeah, yeah, oh)
Now, am I wrong? (Am I wrong?)
For tryin' to reach the things that I can't see?
(Oh, yeah, yeah, yeah, yeah)
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)
You might also like
If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right
If you tell me I'm wrong, wrong (Now, if you tell me I'm wrong)
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right
Am I wrong?
For thinkin' that we could be something for real?
Now, am I wrong?
For tryin' to reach the things that I can't see?
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)
So, am I wrong? (Am I wrong?)
For thinkin' that we could be something for real?
(Oh, yeah, yeah, yeah, yeah, oh)
Now, am I wrong? (Am I wrong?)
For trying to reach the things that I can't see?
(Oh, yeah, yeah, yeah, yeah)
But that's just how I feel  (Ooh, ooh)
That's just how I feel  (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)
Woah216Embed",0.083847,0.038532,0.180766,0.340505,0.32187
15,DJ Snake and Lil Jon,Turn Down For What,6h5yOjQNDaLZ0rW2OGoXTB,0.822,0.76,0.249,0.00652,0.0403,0.0,0.362,100.006,-4.296,"TranslationsPortuguêsTurn Down For What Lyrics
Fire up that loud, another round of shots

Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?

Fire up that loud, another round of shots
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?

Fire up that loud, another round of shots (Shots)
Fire up that loud, another round of shots (Shots)
Fire up that loud, another round of shots (Shots)
Fire up that loud, another round of shots
Shots, shots, shots, shots, shots, shots, shots, shots, shots, shots

Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?

Uh, uhYou might also like92Embed",0.124908,0.039013,0.20212,0.209354,0.170554
16,Eminem feat. Rihanna,The Monster,4CpZvP1Q66mXPhA3eWoDKB,0.783,0.859,0.0714,0.0485,0.0931,0.0,0.571,110.011,-3.657,"TranslationsTürkçeไทย / Phasa ThaiPortuguêsItalianoFrançaisThe Monster Lyrics
I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy
I wanted the fame but not the cover of Newsweek
Oh well, guess beggars can't be choosey
Wanted to receive attention for my music
Wanted to be left alone in public, excuse me
For wantin' my cake, and eat it too, and wantin' it both ways
Fame made me a balloon 'cause my ego inflated
When I blew, see, but it was confusing
'Cause all I wanted to do's be the Bruce Lee of loose leaf
Abused ink, used it as a tool when I blew steam
Whoo! Hit the lottery, ooh-wee!
But with what I gave up to get it was bittersweet
It was like winnin' a used mink
Ironic 'cause I think I'm gettin' so huge I need a shrink
I'm beginnin' to lose sleep: one sheep, two sheep
Goin' coo-coo and kooky as Kool Keith
But I'm actually weirder than you think, 'cause I'm—
I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)

Now, I ain't much of a poet
But I know somebody once told me to seize the moment
And don't squander it 'cause you never know when it all
Could be over tomorrow, so I keep conjurin'
Sometimes I wonder where these thoughts spawn from
Yeah, ponderin'll do you wonders
No wonder you're losin' your mind, the way it wanders
Yodel-odel-ay-hee-hoo! I think it went wanderin' off down yonder
And stumbled onto Jeff VanVonderen
'Cause I need an interventionist
To intervene between me and this monster
And save me from myself and all this conflict
'Cause the very thing that I love's killin' me and I can't conquer it
My OCD's conkin' me in the head, keep knockin'
Nobody's home, I'm sleepwalkin'
I'm just relayin' what the voice in my head's sayin'
Don't shoot the messenger, I'm just friends with the—
You might also like
I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)

Call me crazy, but I have this vision, one day that
I'll walk amongst you a regular civilian
But until then, drums get killed and
I'm comin' straight at MC's, blood gets spilled and
I'll take you back to the days that I'd get on a Dre track
Give every kid who got played that pumped-up feelin'
And shit to say back to the kids who played him
I ain't here to save the fuckin' children
But if one kid out of a hundred million
Who are goin' through a struggle, feels it and relates, that's great
It's payback, Russell Wilson fallin' way back
In the draft, turn nothin' into somethin', still can make that
Straw into gold, chump, I will spin—Rumpelstiltskin in a haystack
Maybe I need a straightjacket
Face facts: I am nuts for real, but I'm okay with that
It's nothin', I'm still friends with the—
I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy

I'm friends with the monster that's under my bed
(Get along with) Get along with the voices inside of my head
(You're tryin' to) You're tryin' to save me, stop holdin' your breath
(And you think) And you think I'm crazy, yeah, you think I'm crazy
Well, that's nothin'
(Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)903Embed",0.129103,0.046426,0.200722,0.385458,0.175128
17,A Great Big World and Christina Aguilera,Say Something,2HB1jDQn9hCojKIr6Yfhze,0.453,0.146,0.0343,0.867,0.0945,3.49e-06,0.0915,137.905,-8.976,"TranslationsPortuguêsSay Something Lyrics
Say something, I'm giving up on you
I'll be the one if you want me to
Anywhere, I would've followed you
Say something, I'm giving up on you

And I... am feeling so small
It was over my head
I know nothing at all
And I will stumble and fall
I'm still learning to love
Just starting to crawl

Say something, I'm giving up on you
I'm sorry that I couldn't get to you
Anywhere, I would've followed you
Say something, I'm giving up on you

And I will swallow my pride
You're the one that I love
And I'm saying goodbye

Say something, I'm giving up on you
And I'm sorry that I couldn't get to you
And anywhere, I would've followed you, oh-oh
Say something, I'm giving up on you

Say something, I'm giving up on you
Say something...You might also like374Embed",0.063772,0.032153,0.138542,0.390827,0.244431
18,Lorde,Team,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,0.0929,0.167,0.305,0.0,0.416,99.961,-7.436,"TranslationsPortuguêsTeam Lyrics
Wait till you're announced
We've not yet lost all our graces
The hounds will stay in chains
Look upon Your Greatness and she'll
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Call all the ladies out
They're in their finery
A hundred jewels on throats
A hundred jewels between teeth
Now bring my boys in
Their skin in craters like the moon
The moon we love like a brother
While he glows through the room

Dancin' around the lies we tell
Dancin' around big eyes, as well
Even the comatose
They don't dance and tell

We live in cities you'll never see on-screen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know, we're on each other's team

I'm kind of over gettin' told to throw my hands up in the air
So there
See Lorde LiveGet tickets as low as $91You might also like
So all the cups got broke
Shards beneath our feet
But it wasn't my fault
And everyone's competing
For a love they won't receive
'Cause what this palace wants is release

We live in cities you'll never see on-screen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know, we're on each other's team

I'm kind of over gettin' told to throw my hands up in the air
So there
I'm kind of older than I was when I reveled without a care
So there

We live in cities you'll never see on-screen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know, we're on each other's team
We're on each other's team
And you know, we're on each other's team
We're on each other's team
And you know, and you know, and you know329Embed",0.102284,0.048593,0.106479,0.317717,0.23133
19,Passenger,Let Her Go,1KxwZYyzWNyZSRyErj2ojT,0.479,0.545,0.0688,0.365,0.0963,0.0,0.243,74.897,-7.346,"TranslationsTürkçeΕλληνικάFrançaisLet Her Go Lyrics

Well, you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go

Staring at the bottom of your glass
Hoping one day you'll make a dream last
But dreams come slow and they go so fast
You see her when you close your eyes
Maybe one day you'll understand why
Everything you touch surely dies

But you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

Staring at the ceiling in the dark
Same old empty feeling in your heart
'Cause love comes slow and it goes so fast
Well you see her when you fall asleep
But never to touch and never to keep
'Cause you loved her too much and you dived too deep
See Passenger LiveGet tickets as low as $44You might also like
Well, you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

And you let her go, oh, woah, oh, oh
And you let her go, oh, woah, oh, oh
When you let her go

'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go342Embed",0.128928,0.040165,0.142475,0.351316,0.293699
20,Lorde,Royals,2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,0.122,0.121,0.132,0.0,0.337,84.878,-9.504,"TranslationsPortuguêsRoyals Lyrics
I've never seen a diamond in the flesh
I cut my teeth on wedding rings in the movies
And I'm not proud of my address
In a torn-up town, no postcode envy

But every song's like
Gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care, we're driving Cadillacs in our dreams
But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tigers on a gold leash
We don't care, we aren't caught up in your love affair
And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy

My friends and I, we've cracked the code
We count our dollars on the train to the party
And everyone who knows us knows
That we're fine with this, we didn't come from money

But every song's like
Gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care, we're driving Cadillacs in our dreams
But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tiger's on a gold leash
We don't care, we aren't caught up in your love affair
See Lorde LiveGet tickets as low as $91You might also like
And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy

(Oh, oh-oh)
We're bigger than we ever dreamed
And I'm in love with being queen
(Oh, oh-oh)
Life is great without a care
We aren't caught up in your love affair

And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy
428Embed",0.12262,0.04326,0.164991,0.331472,0.211146
21,Idina Menzel,Let It Go,0qcr5FMsEO85NAQjrlDRKo,0.543,0.485,0.0305,0.558,0.12,0.0,0.371,136.961,-6.85,,0.0,0.0,0.0,0.0,0.0
22,Avicii,Wake Me Up!,0nrRP2bk19rLc0orkWPQk2,0.532,0.783,0.0523,0.0038,0.161,0.0012,0.643,124.08,-5.697,"TranslationsEspañolPortuguêsΕλληνικά中文Wake Me Up! Lyrics
Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me

So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know ﻿I was lost

I tried carrying the weight of the world
But I only have two hands
I hope I get the chance to travel the world
But I don't have any plans
Wish that I could stay forever this young
Not afraid to close my eyes
Life's a game﻿ made for everyone
And love is the prize

So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know I was lost

I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know, I didn't know, I didn't know
You might also like171Embed",0.078421,0.041779,0.182319,0.293166,0.345954
23,Imagine Dragons,Demons,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,0.0321,0.19,0.329,0.00025,0.428,89.938,-3.015,"TranslationsTürkçePortuguêsPolskiDemons Lyrics
When the days are cold and the cards all fold
And the saints we see are all made of gold
When your dreams all fail and the ones we hail
Are the worst of all, and the blood's run stale

I wanna hide the truth, I wanna shelter you
But with the beast inside, there's nowhere we can hide
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come
When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide

At the curtain's call it's the last of all
When the lights fade out, all the sinners crawl
So they dug your grave and the masquerade
Will come calling out at the mess you've made

Don't wanna let you down, but I am hell-bound
Though this is all for you, don't wanna hide the truth
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come

When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide

They say it's what you make, I say it's up to fate
It's woven in my soul, I need to let you go
Your eyes, they shine so bright, I wanna save that light
I can't escape this now, unless you show me how
See Imagine Dragons LiveGet tickets as low as $37You might also like
When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide396Embed",0.103733,0.040489,0.244147,0.188147,0.365629
24,One Direction,Story Of My Life,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,0.0477,0.225,0.119,0.0,0.286,121.07,-5.802,"TranslationsPortuguêsStory of My Life Lyrics
Written in these walls are the stories that I can't explain
I leave my heart open
But it stays right here empty for days
She told me in the morning
She don't feel the same about us in her bones
It seems to me that when I die
These words will be written on my stone

And I'll be gone, gone tonight (Oh-oh-oh)
The ground beneath my feet is open wide (Oh-oh-oh)
The way that I've been holding on too tight (Oh-oh-oh)
With nothing in between
The story of my life, I take her home
I drive all night to keep her warm
And time is frozen (The story of, the story of)
The story of my life, I give her hope
I spend her love until she's broke inside
The story of my life (The story of, the story of)

Written on these walls are the colors that I can't change
Leave my heart open
But it stays right here in its cage
I know that in the morning
I'll see us in the light up on the hill
Although I am broken, my heart is untamed still

And I'll be gone, gone tonight (Oh-oh-oh)
The fire beneath my feet is burning bright (Oh-oh-oh)
The way that I've been holding on so tight (Oh-oh-oh)
With nothing in between

The story of my life, I take her home
I drive all night to keep her warm
And time is frozen (The story of, the story of)
The story of my life, I give her hope
I spend her love until she's broke inside
The story of my life (The story of, the story of)
You might also like
And I've been waiting for this time to come around
But, baby, running after you
Is like chasing the clouds

The story of my life, I take her home
I drive all night to keep her warm
And time is frozen

The story of my life, I give her hope (I give her hope)
I spend her love until she's broke inside ('Til she's broke inside)
The story of my life (The story of, the story of)

The story of my life
The story of my life (The story of, the story of)
The story of my life188Embed",0.074239,0.026343,0.115945,0.368085,0.336846
